id,qid1,qid2,is_duplicate,question1_clean,question2_clean,question1_len,question2_len,common_words,cosine_distance,euclidean_distances,minkowski_distances,manhattan_distances,jaccard_distances,fuzz_ratio,fuzz_partial_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio
161,323,324,0,get job offer chelmsford essex london pm pay after tax deduction pls advice tentative monthly expense couple save possible,leave norway pay mortgage bsu account sell apartment without pay back tax deduction get bsu,122,91,4,0.2821759001351902,1.198185377865053,0.7223750802337913,5.730746538494994,0.9545454545454546,28,32,40,41
162,325,326,0,stereotype united kingdom,americans think united kingdom,25,30,2,0.5965500682928038,0.8982760507852765,0.7634991720258764,1.564252024487765,0.8571428571428572,65,68,72,58
163,327,328,1,use twitter business source,use twitter business,27,20,3,0.8509106872588559,0.5460573463312147,0.5277523389808507,0.7778712174791352,0.875,85,100,100,85
164,329,330,0,transfer money skrill paypal account,send money paypal account skrill account withdraw,36,49,4,0.724142624068961,0.742775034490308,0.5935304896596468,1.689646821442487,0.9090909090909091,52,61,86,73
165,331,332,1,good earphone deep bass,good earphone,23,13,2,0.6283260554508177,0.8621762517596764,0.7235038427972957,1.580611843722366,0.8333333333333334,72,100,100,72
166,333,334,0,government employee eligible sukanya samrudi yojana,government employee apply iec,51,29,2,0.38577395529700337,1.1083555789574,0.8252801798527459,2.829240911051138,0.875,52,76,79,57
167,335,336,0,correct look forward speak you look forward speak you,correct speak with speak to,53,27,2,0.445413915711822,1.0531724306002108,0.794239463812063,2.6223452234562368,0.9,48,67,76,55
168,337,338,1,good engineering field,good field engineering,22,22,3,1.0,0.0,0.0,0.0,0.0,73,73,100,100
169,339,340,0,make life suit stop life abuse mentally emotionally,emotionally abusive people life several ex boyfriend friend past coworker boss abuser attract they,51,98,2,0.21918506054217332,1.2496519030976798,0.8016668482038072,4.957462699281667,0.9411764705882353,15,29,52,44
170,341,342,0,difference gross salary ctc,seem difference weekly paycheck yearly salary employer agree upon work,27,70,2,0.1968804605969182,1.267374876982404,0.8979617992389541,3.9263042077142742,0.9,41,59,77,41
171,343,344,0,prospering town kerala,many christians kerala,22,22,1,0.29611650638818904,1.1864935681341142,0.9488648137504939,2.4244966928073515,0.8333333333333334,45,51,55,36
172,345,346,0,good way gain confidence,speak clarity confidence,24,24,1,0.5585182034813567,0.9396614246830006,0.7687897127231806,1.887511093011454,0.8571428571428572,58,65,62,50
173,347,348,1,anyone see relation greek god hindu god,parallelism draw god hindu mythology greek mythology egyptian mythology etc,39,75,3,0.3238010856176728,1.1629264072866583,0.9123558518891064,3.167144239105192,0.9166666666666666,32,44,60,44
174,349,350,0,switch apple music spotify,switch spotify apple music,26,26,4,1.0,0.0,0.0,0.0,0.0,69,69,100,100
175,351,352,1,well fix income fund,well fix income fund,20,20,4,1.0000000000000002,5.551115123125783e-17,5.551115123125794e-17,5.551115123125783e-17,0.33333333333333337,100,100,100,100
176,353,354,1,like live cologne,like live germany,17,17,2,0.4762934814639721,1.0234319894707493,0.9104335592945225,1.552343946176975,0.8571428571428572,71,71,71,71
177,355,356,0,robert de niro al pacino successful,regard good actor robert de niro al pacino,35,42,5,0.7920145525667801,0.644958056672246,0.5220938209086935,1.4155460226148113,0.9,62,81,81,62
178,357,358,1,people prefer small family,people prefer live small family,26,31,4,0.9131182474965407,0.41684949922834136,0.4083788479740199,0.57871884627457,0.9,91,81,100,91
179,359,360,1,animal kiss,animal besides human kiss,11,25,2,0.7196938346244661,0.7487404962676107,0.6377234682398357,1.3667184131918457,0.8333333333333334,61,73,100,61
180,361,362,1,get delete instagram chat,view delete instagram dms,25,25,2,0.5849399610381643,0.9111092568532446,0.7739038372024067,1.6767167044512221,0.875,76,78,78,68
181,363,364,0,stop addicted love,stop addicted someone,18,21,2,0.7503228400367472,0.7066500689354709,0.6297400935473793,1.030903215995673,0.8571428571428572,82,89,84,82
182,365,366,1,hire two private eye order follow other,would able hire two private investigator get follow other,39,57,5,0.6419177686527037,0.8462650073674279,0.6405125430144893,2.196772407250505,0.9285714285714286,71,69,85,71
183,367,368,0,find startup accelerator,startup accelerator give funding,24,32,2,0.6403680865660878,0.8480942323043029,0.702256224841804,1.6763606193934741,0.875,68,79,88,82
184,369,370,0,check wifi history access android phone,can not open quora wifi router access mobile network,39,52,2,0.33915909996868326,1.1496442058578964,0.7802154940666738,3.8824903252672796,0.9375,51,56,44,40
185,371,372,1,significance battle somme battle compare contrast battle rostov,significance battle somme battle compare contrast battle riyadh,63,63,5,0.9604948929675403,0.28108755586990936,0.27848827246731583,0.3512825160631363,0.9090909090909091,92,92,92,92
186,373,374,0,creative college admission essay read,college admission officer cry public read applicant essay,37,57,4,0.6528495352179982,0.8332472199557609,0.658690046672803,1.892376193714671,0.9230769230769231,49,57,86,66
187,375,376,0,would happen cover one eye eye patch one year take patch off,happen eye medicine enter eye,60,29,2,0.4184051553370673,1.0785127209847205,0.7904979021994504,3.232535945096008,0.9285714285714286,38,52,57,45
188,377,378,1,possible pursue many different thing life,refuse choose different thing life,41,34,3,0.5169443581313087,0.9829096009996967,0.7841690612668549,2.188889363984466,0.9,64,74,75,61
189,379,380,1,ben affleck shine christian bale batman,fanboy please true batman christian bale ben affleck,39,52,5,0.7969696762870386,0.6372288815064199,0.5340567581750922,1.1545630143442462,0.8571428571428572,53,59,92,79
190,381,382,1,business good start hyderabad,business well start hyderabad,29,29,3,0.8645266326799526,0.5205254409153265,0.4692140205794994,0.8106994662285236,0.8888888888888888,86,86,91,83
191,383,384,1,stop possessive,stop possessive person love,15,27,2,0.7781946134576571,0.6660411196650596,0.5681400564681053,1.1945607722060454,0.8571428571428572,71,100,100,71
192,385,386,0,wife lord krishna,father lord krishna,17,19,2,0.7149077542185296,0.7551056161643489,0.6727226255013895,1.0678806034037147,0.0,83,82,83,67
193,387,388,1,good combination course take along ca enhance career,course must take along ca course,52,32,4,0.6210886161375768,0.8705301647414904,0.6606499117188678,2.099436416831238,0.9166666666666666,52,72,89,60
194,389,390,1,take screenshot mac laptop,take screenshot macbook pro instruction,26,39,2,0.49442041676932197,1.0055641036062077,0.8002350451658156,2.0209466403330465,0.8888888888888888,71,81,73,68
195,391,392,0,work executive recruiter like,like work executive recruiter,29,29,4,1.0,1.7554167342883506e-16,1.4548037187194783e-16,3.3306690738754696e-16,0.8888888888888888,83,91,100,100
196,393,394,0,psychological need collect fulfill,people collect thing,34,20,1,0.40204665843612386,1.0935751840306878,0.8323456907941766,2.592030234190926,0.8571428571428572,52,60,52,44
197,395,396,1,must watch tv show die,must watch tv show,22,18,4,0.9021102629995753,0.44246974359932173,0.43234710559845296,0.6270107327553205,0.9,90,100,100,90
198,397,398,1,become fluent chinese,become fluent chinese,21,21,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
199,399,400,1,effect demonitization rupee note real estate sector,impact scrap rupee note real estate market,51,42,4,0.48844435775583084,1.0114896363721866,0.754635944112381,2.4821017495469055,0.9285714285714286,65,69,69,56
200,401,402,1,easy way become billionaire,good way become billionaire,27,27,3,0.8165350310756865,0.6057474208353074,0.550228890272912,0.9852342973732979,0.8888888888888888,85,85,90,85
201,403,404,0,people willing give free lecture conduct free workshop india college,almost two week prozac still feel antisocial still want go event social behavior mood change daily,68,98,0,0.0,1.4142135623730951,0.887032738141519,6.224558440506427,0.9473684210526316,14,28,32,31
202,405,406,0,what be good way start learn robotic,good way start robotic good development board start work it,36,59,4,0.5815686830486232,0.9148019643085346,0.6450640522214613,2.814822345038844,0.9375,46,61,76,59
203,407,408,1,people hate hillary clinton,reason people dislike hillary clinton,27,37,3,0.5795886206354719,0.916963880820317,0.7611765884710724,1.7786171039952086,0.8888888888888888,75,78,90,75
204,409,410,0,woman period regard unclean prevent take actived part ritual hinduism,always expect woman take care housework child cook especially indian culture activity responsibility woman alone man share equally work,69,135,2,0.132112247250973,1.317488332205661,0.7952923647773545,6.320536859472925,0.9545454545454546,29,32,34,34
205,411,412,0,atheism lack belief god term belief god,atheism lack belief god claim god exist,39,39,4,0.8207858129894986,0.5986888791526055,0.47392506650175203,1.329430162847471,0.9166666666666666,74,74,90,77
206,413,414,0,like jack dorsey,jack dorsey like,16,16,3,1.0000000000000002,0.0,0.0,0.0,0.0,69,69,100,100
207,415,416,0,good quote lesson assassin creed series,assassin good robe assassin creed,39,33,3,0.6465537024041854,0.8407690498535428,0.667284031474354,1.7144561708854251,0.8888888888888888,61,67,88,58
208,417,418,0,inkjet printer use color ink print black white document so why,cmyk printer create black use colored ink complement black ink shop charge color print,62,86,6,0.5952173603949044,0.8997584560370586,0.6109483207018952,3.1190146744411633,0.95,54,58,69,64
209,419,420,1,creativity important,creativity important,20,20,2,1.0,0.0,0.0,0.0,0.0,100,100,100,100
210,421,422,1,hillary clinton could continue presidential campaign would democratic party choose new candidate,hillary clinton long serve democratic nominee would successor choose,96,68,5,0.494860315721294,1.0051265435542989,0.6898892062783485,3.3873934331316864,0.95,51,46,73,57
211,423,424,0,headphone work antenna play fm radio channel mobile phone mobile company install inbuilt antenna phone able play fm without headphone,phone build in fm antenna,133,25,3,0.5130792225771673,0.9868341070543042,0.684887875200891,3.4907303988818694,0.9444444444444444,18,56,78,27
212,425,426,0,good career growth technology automation engineer apart automation tool,himalayan duke ktm touring,71,26,0,0.0,1.4142135623730951,1.0208772648311881,4.278517176469715,0.8888888888888888,25,27,21,21
213,427,428,0,disadvantage list company nse,benefit list company nse,29,24,3,0.7553065897641152,0.6995618775146124,0.623316351047141,1.0139939172492634,0.875,72,84,80,60
214,429,430,0,many derivative object position respect time continuous,draw become fun,55,15,0,0.0,1.4142135623730951,1.0004227914640071,4.302446337022924,0.8888888888888888,29,40,23,23
215,431,432,1,neutron star make of,neutron star make neutron,20,25,3,0.8128004273799286,0.6118816431632371,0.5482622394227709,1.0233485113760468,0.875,84,90,100,84
216,433,434,1,get gpa enough get top university like harvard,gpa sufficient get top school,46,29,3,0.48305127835463396,1.0168074760202799,0.7614476221414972,2.716172933170572,0.9230769230769231,45,55,55,43
217,435,436,0,profitable way trade binary option,binary option trading,34,21,2,0.5083028521996676,0.9916623899294885,0.7942913678326319,2.1399598143735763,0.8888888888888888,47,76,76,65
218,437,438,0,utilize free time avoid depression,person graduate iim like lik even new iim like ranchi trichy ever catch graduate abc get similar package,34,104,0,0.0,1.4142135623730951,0.9400375543926348,5.4066183399878796,0.9411764705882353,28,41,25,22
219,439,440,1,learn computer security,get start learn information security,23,36,2,0.5297199234507045,0.969824805363624,0.7805541806500418,2.079628568449457,0.8888888888888888,61,65,76,61
220,441,442,1,earn quora,earn money quora,10,16,2,0.82914392764098,0.5845614978067238,0.5628323947463584,0.7993325374820123,0.8333333333333334,77,70,100,77
221,443,444,1,puk code,what be puk,8,11,1,0.6205346236731251,0.8711663174467607,0.7335663913612593,1.5145586742130737,0.8333333333333334,32,55,55,53
222,445,446,0,find job japan,find job japan,14,14,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
223,447,448,0,example sentence use word hysteria,good home wireless network setup expect speed,34,45,0,0.0,1.4142135623730951,0.9579597212268699,4.7599356504686625,0.9230769230769231,30,35,41,41
224,449,450,1,another billion dollar lottery jackpot,lottery reach next billion dollar jackpot,38,41,4,0.7910776560103087,0.6464090717025736,0.5372413394718428,1.2508257445327648,0.875,68,74,88,76
225,451,452,0,scary drive road hana give turn,need four wheel drive car drive way road hana,31,45,3,0.528918418587191,0.9706508964739166,0.6873133699482574,2.9857014058678817,0.9285714285714286,45,65,65,61
226,453,454,1,create new shell new terminal use programming linux terminal,create new terminal new shell linux use programming,60,51,7,0.9499897391441032,0.316260212027681,0.27222123466513265,0.686869955985061,0.9333333333333333,63,69,100,92
227,455,456,0,cognition affect perception,cognitive strain affect digestion,27,33,1,0.2151834363304068,1.2528500019312714,0.9950563148845003,2.5227449966919497,0.8333333333333334,70,63,67,67
228,457,458,0,tqwl different ckwl tatkal waiting list,make railway reservation get tatkal waiting list get refund cancel it,39,69,3,0.4405435651128656,1.0577867789749826,0.7444742995804832,3.2689143671896206,0.9166666666666666,48,67,66,46
229,459,460,1,make world well place live future generation,make world well place,44,21,4,0.6639042168040431,0.8198728964857382,0.6436322546316517,1.9540225218319198,0.9166666666666666,65,100,100,65
230,461,462,0,many champions league legends,good lol league legends champion,29,32,2,0.5659080104679117,0.9317639073628987,0.7728184737692094,1.8002802138003313,0.8888888888888888,56,59,79,79
231,463,464,0,drink liter water day unhealthy,many liter water drink run daily,31,32,3,0.6189587058087046,0.8729734179129344,0.6780001194883618,1.969710473855538,0.9166666666666666,67,69,76,76
232,465,466,0,water great lakes come from lake wildlife compare lake prespa,water great lakes come from lake wildlife compare lake como,61,59,8,0.9452214812681542,0.33099401424148395,0.3266744931958656,0.46811380629568056,0.9444444444444444,92,93,95,90
